Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_37_220,VPWR,li1,107.6400,111.5200,1.799790
FILLER_37_208,VPWR,li1,103.9600,111.5200,1.799790
FILLER_37_197,VPWR,li1,97.9800,111.5200,1.799791
FILLER_37_195,VPWR,li1,95.4500,111.5200,1.799792
FILLER_37_191,VPWR,li1,94.3000,111.5200,1.799792
FILLER_37_179,VPWR,li1,90.6200,111.5200,1.799793
FILLER_37_113,VPWR,li1,57.9600,111.5200,1.799836
FILLER_37_107,VPWR,li1,54.9700,111.5200,1.799840
FILLER_37_98,VPWR,li1,51.2900,111.5200,1.799856
FILLER_37_90,VPWR,li1,47.8400,111.5200,1.799862
FILLER_37_85,VPWR,li1,45.0800,111.5200,1.799871
FILLER_37_83,VPWR,li1,43.9300,111.5200,1.799878
FILLER_37_77,VPWR,li1,41.6300,111.5200,1.799885
FILLER_37_69,VPWR,li1,39.1000,111.5200,1.799892
FILLER_37_57,VPWR,li1,34.5000,111.5200,1.799908
FILLER_37_55,VPWR,li1,31.0500,111.5200,1.799927
FILLER_37_43,VPWR,li1,28.0600,111.5200,1.799933
FILLER_37_36,VPWR,li1,22.7700,111.5200,1.799955
FILLER_37_29,VPWR,li1,19.3200,111.5200,1.799953
FILLER_37_23,VPWR,li1,16.3300,111.5200,1.799952
FILLER_37_15,VPWR,li1,14.2600,111.5200,1.799951
FILLER_37_3,VPWR,li1,9.6600,111.5200,1.799950
FILLER_36_216,VPWR,li1,106.7200,111.5200,1.799790
FILLER_36_201,VPWR,li1,98.2100,111.5200,1.799791
FILLER_36_197,VPWR,li1,97.0600,111.5200,1.799792
FILLER_36_195,VPWR,li1,95.4500,111.5200,1.799792
FILLER_36_184,VPWR,li1,91.0800,111.5200,1.799793
FILLER_36_174,VPWR,li1,86.2500,111.5200,1.799794
FILLER_36_161,VPWR,li1,80.0400,111.5200,1.799799
FILLER_36_138,VPWR,li1,69.4600,111.5200,1.799813
FILLER_36_121,VPWR,li1,61.6400,111.5200,1.799825
FILLER_36_111,VPWR,li1,56.8100,111.5200,1.799836
FILLER_36_105,VPWR,li1,55.2000,111.5200,1.799840
FILLER_36_99,VPWR,li1,51.2900,111.5200,1.799856
FILLER_36_89,VPWR,li1,46.6900,111.5200,1.799871
FILLER_36_85,VPWR,li1,45.5400,111.5200,1.799871
FILLER_36_83,VPWR,li1,43.9300,111.5200,1.799878
FILLER_36_71,VPWR,li1,40.9400,111.5200,1.799885
FILLER_36_63,VPWR,li1,34.7300,111.5200,1.799908
FILLER_36_55,VPWR,li1,32.6600,111.5200,1.799919
FILLER_36_47,VPWR,li1,27.6000,111.5200,1.799933
FILLER_36_29,VPWR,li1,19.7800,111.5200,1.799953
FILLER_36_19,VPWR,li1,15.6400,111.5200,1.799952
FILLER_36_3,VPWR,li1,7.5900,111.5200,1.799950
FILLER_35_223,VPWR,li1,108.3300,106.0800,1.799934
FILLER_35_217,VPWR,li1,106.7200,106.0800,1.799934
FILLER_35_213,VPWR,li1,103.7300,106.0800,1.799934
FILLER_35_209,VPWR,li1,102.5800,106.0800,1.799934
FILLER_35_197,VPWR,li1,97.9800,106.0800,1.799934
FILLER_35_185,VPWR,li1,93.3800,106.0800,1.799934
FILLER_35_177,VPWR,li1,87.4000,106.0800,1.799935
FILLER_35_169,VPWR,li1,85.1000,106.0800,1.799935
FILLER_35_164,VPWR,li1,81.8800,106.0800,1.799936
FILLER_35_150,VPWR,li1,74.7500,106.0800,1.799937
FILLER_35_113,VPWR,li1,58.4200,106.0800,1.799944
FILLER_35_108,VPWR,li1,56.1200,106.0800,1.799945
FILLER_35_94,VPWR,li1,48.9900,106.0800,1.799950
FILLER_35_82,VPWR,li1,43.4700,106.0800,1.799955
FILLER_35_57,VPWR,li1,33.1200,106.0800,1.799967
FILLER_35_55,VPWR,li1,31.0500,106.0800,1.799970
FILLER_35_51,VPWR,li1,29.9000,106.0800,1.799970
FILLER_35_30,VPWR,li1,19.5500,106.0800,1.799979
FILLER_35_26,VPWR,li1,18.4000,106.0800,1.799979
FILLER_35_6,VPWR,li1,9.2000,106.0800,1.799977
FILLER_34_221,VPWR,li1,107.8700,106.0800,1.799934
FILLER_34_209,VPWR,li1,104.4200,106.0800,1.799934
FILLER_34_197,VPWR,li1,97.9800,106.0800,1.799934
FILLER_34_193,VPWR,li1,94.9900,106.0800,1.799934
FILLER_34_185,VPWR,li1,92.4600,106.0800,1.799934
FILLER_34_173,VPWR,li1,86.4800,106.0800,1.799935
FILLER_34_168,VPWR,li1,83.0300,106.0800,1.799935
FILLER_34_160,VPWR,li1,80.9600,106.0800,1.799936
FILLER_34_150,VPWR,li1,74.7500,106.0800,1.799937
FILLER_34_129,VPWR,li1,65.7800,106.0800,1.799940
FILLER_34_115,VPWR,li1,59.3400,106.0800,1.799944
