Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_43_253,VPWR,li1,123.2800,127.8400,1.799781
FILLER_43_249,VPWR,li1,120.7500,127.8400,1.799781
FILLER_43_237,VPWR,li1,117.3000,127.8400,1.799782
FILLER_43_225,VPWR,li1,111.7800,127.8400,1.799782
FILLER_43_221,VPWR,li1,107.8700,127.8400,1.799783
FILLER_43_213,VPWR,li1,105.3400,127.8400,1.799783
FILLER_43_197,VPWR,li1,96.6000,127.8400,1.799785
FILLER_43_175,VPWR,li1,86.7100,127.8400,1.799792
FILLER_43_167,VPWR,li1,82.5700,127.8400,1.799796
FILLER_43_163,VPWR,li1,80.7300,127.8400,1.799799
FILLER_43_153,VPWR,li1,76.8200,127.8400,1.799807
FILLER_43_149,VPWR,li1,74.2900,127.8400,1.799811
FILLER_43_141,VPWR,li1,70.8400,127.8400,1.799814
FILLER_43_134,VPWR,li1,67.6200,127.8400,1.799824
FILLER_43_109,VPWR,li1,56.3500,127.8400,1.799853
FILLER_43_97,VPWR,li1,52.9000,127.8400,1.799863
FILLER_43_85,VPWR,li1,47.3800,127.8400,1.799882
FILLER_43_81,VPWR,li1,43.4700,127.8400,1.799898
FILLER_43_69,VPWR,li1,40.0200,127.8400,1.799906
FILLER_43_57,VPWR,li1,34.5000,127.8400,1.799924
FILLER_43_53,VPWR,li1,30.5900,127.8400,1.799937
FILLER_43_41,VPWR,li1,27.1400,127.8400,1.799949
FILLER_43_29,VPWR,li1,21.6200,127.8400,1.799967
FILLER_43_27,VPWR,li1,18.1700,127.8400,1.799967
FILLER_43_15,VPWR,li1,15.1800,127.8400,1.799967
FILLER_43_3,VPWR,li1,9.6600,127.8400,1.799967
FILLER_42_256,VPWR,li1,123.9700,127.8400,1.799781
FILLER_42_245,VPWR,li1,118.6800,127.8400,1.799781
FILLER_42_240,VPWR,li1,116.3800,127.8400,1.799782
FILLER_42_228,VPWR,li1,113.1600,127.8400,1.799782
FILLER_42_216,VPWR,li1,107.6400,127.8400,1.799783
FILLER_42_182,VPWR,li1,89.4700,127.8400,1.799789
FILLER_42_178,VPWR,li1,88.3200,127.8400,1.799792
FILLER_42_157,VPWR,li1,77.9700,127.8400,1.799802
FILLER_42_153,VPWR,li1,76.8200,127.8400,1.799807
FILLER_42_141,VPWR,li1,73.1400,127.8400,1.799811
FILLER_42_138,VPWR,li1,69.4600,127.8400,1.799818
FILLER_42_131,VPWR,li1,66.2400,127.8400,1.799824
FILLER_42_117,VPWR,li1,59.8000,127.8400,1.799841
FILLER_42_109,VPWR,li1,56.1200,127.8400,1.799853
FILLER_42_97,VPWR,li1,52.9000,127.8400,1.799863
FILLER_42_85,VPWR,li1,47.3800,127.8400,1.799882
FILLER_42_83,VPWR,li1,43.9300,127.8400,1.799898
FILLER_42_77,VPWR,li1,42.3200,127.8400,1.799898
FILLER_42_65,VPWR,li1,38.1800,127.8400,1.799912
FILLER_42_53,VPWR,li1,32.6600,127.8400,1.799930
FILLER_42_41,VPWR,li1,27.1400,127.8400,1.799949
FILLER_42_29,VPWR,li1,21.6200,127.8400,1.799967
FILLER_42_27,VPWR,li1,18.1700,127.8400,1.799967
FILLER_42_15,VPWR,li1,15.1800,127.8400,1.799967
FILLER_42_3,VPWR,li1,9.6600,127.8400,1.799967
FILLER_41_257,VPWR,li1,124.2000,122.4000,1.799875
FILLER_41_240,VPWR,li1,116.1500,122.4000,1.799876
FILLER_41_205,VPWR,li1,100.0500,122.4000,1.799881
FILLER_41_184,VPWR,li1,91.0800,122.4000,1.799885
FILLER_41_153,VPWR,li1,76.5900,122.4000,1.799895
FILLER_41_141,VPWR,li1,73.1400,122.4000,1.799898
FILLER_41_119,VPWR,li1,60.7200,122.4000,1.799912
FILLER_41_75,VPWR,li1,40.2500,122.4000,1.799944
FILLER_41_69,VPWR,li1,38.6400,122.4000,1.799948
FILLER_41_57,VPWR,li1,34.5000,122.4000,1.799955
FILLER_41_55,VPWR,li1,31.0500,122.4000,1.799964
FILLER_41_51,VPWR,li1,29.9000,122.4000,1.799964
FILLER_41_39,VPWR,li1,26.2200,122.4000,1.799971
FILLER_41_27,VPWR,li1,20.7000,122.4000,1.799981
FILLER_41_15,VPWR,li1,15.1800,122.4000,1.799981
FILLER_41_3,VPWR,li1,9.6600,122.4000,1.799981
FILLER_40_241,VPWR,li1,117.0700,122.4000,1.799876
FILLER_40_229,VPWR,li1,111.7800,122.4000,1.799877
FILLER_40_217,VPWR,li1,108.1000,122.4000,1.799879
FILLER_40_195,VPWR,li1,95.4500,122.4000,1.799883
FILLER_40_191,VPWR,li1,94.3000,122.4000,1.799884
FILLER_40_179,VPWR,li1,90.6200,122.4000,1.799886
FILLER_40_141,VPWR,li1,73.1400,122.4000,1.799898
FILLER_40_119,VPWR,li1,61.6400,122.4000,1.799912
FILLER_40_107,VPWR,li1,57.5000,122.4000,1.799918
FILLER_40_102,VPWR,li1,52.9000,122.4000,1.799924
FILLER_40_94,VPWR,li1,48.9900,122.4000,1.799932
FILLER_40_88,VPWR,li1,47.3800,122.4000,1.799932
FILLER_40_83,VPWR,li1,43.9300,122.4000,1.799938
FILLER_40_77,VPWR,li1,42.3200,122.4000,1.799941
FILLER_40_65,VPWR,li1,38.1800,122.4000,1.799948
FILLER_40_53,VPWR,li1,32.6600,122.4000,1.799959
FILLER_40_41,VPWR,li1,27.1400,122.4000,1.799971
FILLER_40_29,VPWR,li1,21.6200,122.4000,1.799981
FILLER_40_27,VPWR,li1,18.1700,122.4000,1.799981
FILLER_40_15,VPWR,li1,15.1800,122.4000,1.799981
FILLER_40_3,VPWR,li1,9.6600,122.4000,1.799981
FILLER_39_256,VPWR,li1,123.9700,116.9600,1.799930
FILLER_39_244,VPWR,li1,120.5200,116.9600,1.799930
FILLER_39_232,VPWR,li1,115.0000,116.9600,1.799930
FILLER_39_225,VPWR,li1,109.9400,116.9600,1.799931
FILLER_39_223,VPWR,li1,108.3300,116.9600,1.799931
FILLER_39_212,VPWR,li1,103.2700,116.9600,1.799932
FILLER_39_206,VPWR,li1,101.6600,116.9600,1.799933
FILLER_39_194,VPWR,li1,97.5200,116.9600,1.799934
FILLER_39_177,VPWR,li1,87.8600,116.9600,1.799938
FILLER_39_162,VPWR,li1,81.4200,116.9600,1.799940
FILLER_39_134,VPWR,li1,67.8500,116.9600,1.799948
FILLER_39_125,VPWR,li1,64.4000,116.9600,1.799949
FILLER_39_113,VPWR,li1,60.2600,116.9600,1.799952
FILLER_39_111,VPWR,li1,56.8100,116.9600,1.799955
FILLER_39_102,VPWR,li1,53.3600,116.9600,1.799958
FILLER_39_90,VPWR,li1,49.6800,116.9600,1.799960
FILLER_39_77,VPWR,li1,41.1700,116.9600,1.799967
FILLER_39_69,VPWR,li1,39.1000,116.9600,1.799969
FILLER_39_57,VPWR,li1,34.5000,116.9600,1.799975
FILLER_39_55,VPWR,li1,31.0500,116.9600,1.799977
FILLER_39_51,VPWR,li1,29.9000,116.9600,1.799979
FILLER_39_39,VPWR,li1,26.2200,116.9600,1.799983
FILLER_39_27,VPWR,li1,20.7000,116.9600,1.799988
FILLER_39_15,VPWR,li1,15.1800,116.9600,1.799988
FILLER_39_3,VPWR,li1,9.6600,116.9600,1.799988
FILLER_38_253,VPWR,li1,123.2800,116.9600,1.799930
FILLER_38_250,VPWR,li1,120.9800,116.9600,1.799930
FILLER_38_238,VPWR,li1,117.7600,116.9600,1.799930
FILLER_38_234,VPWR,li1,113.3900,116.9600,1.799930
FILLER_38_230,VPWR,li1,112.2400,116.9600,1.799931
FILLER_38_220,VPWR,li1,106.9500,116.9600,1.799931
FILLER_38_197,VPWR,li1,97.0600,116.9600,1.799935
FILLER_38_195,VPWR,li1,95.4500,116.9600,1.799935
FILLER_38_183,VPWR,li1,92.4600,116.9600,1.799936
FILLER_38_171,VPWR,li1,86.9400,116.9600,1.799938
FILLER_38_165,VPWR,li1,81.6500,116.9600,1.799940
FILLER_38_153,VPWR,li1,78.6600,116.9600,1.799942
FILLER_38_141,VPWR,li1,73.1400,116.9600,1.799944
FILLER_38_137,VPWR,li1,69.2300,116.9600,1.799946
FILLER_38_129,VPWR,li1,66.7000,116.9600,1.799948
FILLER_38_117,VPWR,li1,62.1000,116.9600,1.799951
FILLER_38_105,VPWR,li1,54.0500,116.9600,1.799956
FILLER_38_97,VPWR,li1,51.9800,116.9600,1.799958
FILLER_38_85,VPWR,li1,47.3800,116.9600,1.799962
FILLER_38_82,VPWR,li1,43.7000,116.9600,1.799965
FILLER_38_74,VPWR,li1,41.4000,116.9600,1.799967
FILLER_38_62,VPWR,li1,36.8000,116.9600,1.799971
FILLER_38_50,VPWR,li1,29.2100,116.9600,1.799979
FILLER_38_45,VPWR,li1,26.6800,116.9600,1.799981
FILLER_38_37,VPWR,li1,22.7700,116.9600,1.799986
FILLER_38_29,VPWR,li1,20.7000,116.9600,1.799988
FILLER_38_27,VPWR,li1,18.1700,116.9600,1.799988
FILLER_38_15,VPWR,li1,15.1800,116.9600,1.799988
FILLER_38_3,VPWR,li1,9.6600,116.9600,1.799988
FILLER_37_256,VPWR,li1,123.9700,111.5200,1.799907
FILLER_37_248,VPWR,li1,121.4400,111.5200,1.799907
FILLER_37_235,VPWR,li1,113.8500,111.5200,1.799907
FILLER_37_229,VPWR,li1,111.0900,111.5200,1.799908
FILLER_37_225,VPWR,li1,109.9400,111.5200,1.799909
FILLER_37_223,VPWR,li1,108.3300,111.5200,1.799910
FILLER_37_217,VPWR,li1,106.7200,111.5200,1.799910
FILLER_37_205,VPWR,li1,102.5800,111.5200,1.799911
FILLER_37_185,VPWR,li1,93.3800,111.5200,1.799915
FILLER_37_173,VPWR,li1,87.8600,111.5200,1.799917
FILLER_37_166,VPWR,li1,82.3400,111.5200,1.799920
FILLER_37_159,VPWR,li1,78.8900,111.5200,1.799922
FILLER_37_153,VPWR,li1,77.2800,111.5200,1.799924
FILLER_37_141,VPWR,li1,73.1400,111.5200,1.799926
FILLER_37_125,VPWR,li1,63.2500,111.5200,1.799933
FILLER_37_113,VPWR,li1,60.2600,111.5200,1.799935
FILLER_37_110,VPWR,li1,56.5800,111.5200,1.799940
FILLER_37_98,VPWR,li1,53.3600,111.5200,1.799942
FILLER_37_86,VPWR,li1,47.8400,111.5200,1.799948
FILLER_37_78,VPWR,li1,42.0900,111.5200,1.799954
FILLER_37_69,VPWR,li1,37.7200,111.5200,1.799959
FILLER_37_61,VPWR,li1,35.4200,111.5200,1.799962
FILLER_37_54,VPWR,li1,30.8200,111.5200,1.799967
FILLER_37_47,VPWR,li1,27.6000,111.5200,1.799972
FILLER_37_39,VPWR,li1,25.3000,111.5200,1.799975
FILLER_37_27,VPWR,li1,20.7000,111.5200,1.799982
FILLER_37_15,VPWR,li1,15.1800,111.5200,1.799981
FILLER_37_3,VPWR,li1,9.6600,111.5200,1.799980
FILLER_36_253,VPWR,li1,123.2800,111.5200,1.799907
FILLER_36_248,VPWR,li1,120.5200,111.5200,1.799907
FILLER_36_233,VPWR,li1,113.6200,111.5200,1.799907
FILLER_36_221,VPWR,li1,109.9400,111.5200,1.799909
FILLER_36_209,VPWR,li1,104.4200,111.5200,1.799911
FILLER_36_197,VPWR,li1,98.9000,111.5200,1.799913
FILLER_36_188,VPWR,li1,93.8400,111.5200,1.799915
FILLER_36_177,VPWR,li1,87.6300,111.5200,1.799917
FILLER_36_169,VPWR,li1,85.1000,111.5200,1.799919
FILLER_36_162,VPWR,li1,80.2700,111.5200,1.799922
FILLER_36_158,VPWR,li1,79.1200,111.5200,1.799922
FILLER_36_149,VPWR,li1,74.2900,111.5200,1.799925
FILLER_36_141,VPWR,li1,72.2200,111.5200,1.799926
FILLER_36_138,VPWR,li1,69.4600,111.5200,1.799928
FILLER_36_130,VPWR,li1,67.1600,111.5200,1.799931
FILLER_36_119,VPWR,li1,61.1800,111.5200,1.799935
FILLER_36_111,VPWR,li1,56.8100,111.5200,1.799940
FILLER_36_105,VPWR,li1,55.2000,111.5200,1.799940
FILLER_36_101,VPWR,li1,52.2100,111.5200,1.799944
FILLER_36_97,VPWR,li1,51.0600,111.5200,1.799944
FILLER_36_85,VPWR,li1,47.3800,111.5200,1.799948
FILLER_36_62,VPWR,li1,34.5000,111.5200,1.799962
FILLER_36_50,VPWR,li1,31.2800,111.5200,1.799967
FILLER_36_38,VPWR,li1,25.7600,111.5200,1.799975
FILLER_36_20,VPWR,li1,16.5600,111.5200,1.799981
FILLER_36_14,VPWR,li1,12.4200,111.5200,1.799980
FILLER_36_6,VPWR,li1,10.1200,111.5200,1.799980
FILLER_35_256,VPWR,li1,123.9700,106.0800,1.799834
FILLER_35_248,VPWR,li1,121.4400,106.0800,1.799834
FILLER_35_225,VPWR,li1,109.9400,106.0800,1.799837
FILLER_35_223,VPWR,li1,108.3300,106.0800,1.799837
FILLER_35_217,VPWR,li1,106.7200,106.0800,1.799838
FILLER_35_209,VPWR,li1,102.3500,106.0800,1.799841
FILLER_35_201,VPWR,li1,98.9000,106.0800,1.799842
FILLER_35_169,VPWR,li1,83.9500,106.0800,1.799853
FILLER_35_167,VPWR,li1,82.5700,106.0800,1.799855
FILLER_35_141,VPWR,li1,71.7600,106.0800,1.799866
FILLER_35_128,VPWR,li1,64.6300,106.0800,1.799877
FILLER_35_122,VPWR,li1,63.0200,106.0800,1.799877
FILLER_35_111,VPWR,li1,56.8100,106.0800,1.799889
FILLER_35_97,VPWR,li1,50.6000,106.0800,1.799902
FILLER_35_76,VPWR,li1,42.3200,106.0800,1.799917
FILLER_35_69,VPWR,li1,38.1800,106.0800,1.799926
FILLER_35_57,VPWR,li1,34.5000,106.0800,1.799934
FILLER_35_32,VPWR,li1,20.4700,106.0800,1.799967
FILLER_35_24,VPWR,li1,18.4000,106.0800,1.799966
FILLER_35_7,VPWR,li1,9.4300,106.0800,1.799963
FILLER_34_253,VPWR,li1,123.2800,106.0800,1.799834
FILLER_34_251,VPWR,li1,121.2100,106.0800,1.799834
FILLER_34_243,VPWR,li1,119.1400,106.0800,1.799834
FILLER_34_235,VPWR,li1,114.3100,106.0800,1.799835
FILLER_34_223,VPWR,li1,110.8600,106.0800,1.799836
FILLER_34_197,VPWR,li1,96.8300,106.0800,1.799844
FILLER_34_189,VPWR,li1,92.6900,106.0800,1.799847
FILLER_34_185,VPWR,li1,91.5400,106.0800,1.799847
FILLER_34_166,VPWR,li1,82.1100,106.0800,1.799855
FILLER_34_162,VPWR,li1,80.9600,106.0800,1.799855
FILLER_34_157,VPWR,li1,78.2000,106.0800,1.799860
FILLER_34_149,VPWR,li1,74.7500,106.0800,1.799862
FILLER_34_141,VPWR,li1,72.2200,106.0800,1.799866
FILLER_34_124,VPWR,li1,63.4800,106.0800,1.799877
FILLER_34_102,VPWR,li1,52.9000,106.0800,1.799894
FILLER_34_93,VPWR,li1,48.9900,106.0800,1.799902
FILLER_34_85,VPWR,li1,46.4600,106.0800,1.799908
FILLER_34_83,VPWR,li1,43.9300,106.0800,1.799912
FILLER_34_75,VPWR,li1,41.8600,106.0800,1.799917
FILLER_34_63,VPWR,li1,37.2600,106.0800,1.799926
FILLER_34_59,VPWR,li1,32.8900,106.0800,1.799939
FILLER_34_51,VPWR,li1,30.8200,106.0800,1.799944
FILLER_34_44,VPWR,li1,26.2200,106.0800,1.799951
FILLER_34_29,VPWR,li1,20.7000,106.0800,1.799967
FILLER_34_26,VPWR,li1,17.9400,106.0800,1.799966
FILLER_34_18,VPWR,li1,15.6400,106.0800,1.799965
FILLER_34_6,VPWR,li1,11.0400,106.0800,1.799963
FILLER_33_258,VPWR,li1,124.4300,100.6400,1.799807
